#,#,#,#,#,#,#,#
一个人的朝圣,【英】蕾秋·乔伊斯 / 黄妙瑜 , 北京联合出版公司 , 2013-9-1 ,8.1,"
        (31792人评价)
    ","★2013年欧洲首席畅销小说，入围2012年布克文学奖，同名电影拍摄中
★台湾读者表示“很久没有读一本书读到凌晨”、“是一个简单、素朴但会令人深深感动的故事... "
挪威的森林,[日] 村上春树 / 林少华 , 上海译文出版社 , 2001-2 ,8.0,"
        (190639人评价)
    ",这是一部动人心弦的、平缓舒雅的、略带感伤的恋爱小说。小说主人公渡边以第一人称展开他同两个女孩间的爱情纠葛。渡边的第一个恋人直子原是他高中要好同学木月的女友，... 
强风吹拂,(日)三浦紫苑 / 林佩瑾、李建铨、杨正敏 , 广西师范大学出版社 , 2015-1-1 ,9.0,"
        (3156人评价)
    ","长跑的目标不是更快，而是更强。
“明明这么痛苦，这么难过，为什么就是不能放弃跑步？
因为全身细胞都在蠢蠢欲动，想要感受强风迎面吹拂的滋味。”
宽政大学宿舍“... "
佛罗伦萨的神女,[英] 萨曼·鲁西迪 / 刘凯芳 , 北京燕山出版社 , 2017-1-1 ,8.5,"
        (830人评价)
    ",《佛罗伦萨的神女》是一部跨越东西方文化、宗教、民族的历史魔幻巨著，也是一部超越时空与想象力边陲的“爱情传奇”。在一个阔大的历史背景上——印度的莫卧儿帝国、意... 
心是孤独的猎手,[美] 卡森·麦卡勒斯 / 陈笑黎 , 上海三联书店 , 2005-8 ,8.5,"
        (23278人评价)
    ",《心是孤独的猎手》作者麦卡勒斯的第一部长篇小说，也是她一举成名的作品和最具震撼力的代表作，居“现代文库20世纪百佳英文小说”第17位，曾被评为百部最佳同性恋... 
边城,沈从文、黄永玉 卓雅 插图. , 北岳文艺出版社 , 2002-4 ,8.6,"
        (72271人评价)
    ",《边城》是沈从文的代表作，写于一九三三年至一九三四年初。这篇作品如沈从文的其他湘西作品，着眼于普通人、善良人的命运变迁，描摹了湘女翠翠阴差阳错的生活悲剧，诚... 
海风中失落的血色馈赠,[加拿大] 阿利斯泰尔·麦克劳德 / 陈以侃 , 上海文艺出版社 , 2015-6 ,9.1,"
        (2537人评价)
    ",《海风中失落的血色馈赠》所收入的七个故事，有少年渴望摆脱家族在海岛世代挖煤的命运而在成年之际离家远行，有人到中年的大学教师回忆少年时他那心怀壮志但困居海岛打... 
1Q84 BOOK 1,[日] 村上春树 / 施小炜 , 南海出版公司 , 2010-5 ,8.3,"
        (79216人评价)
    ","1Q84简体中文版官方网站：http://www.douban.com/minisite/1q84/
“不管喜欢还是不喜欢，目前我已经置身于这‘1Q84年’... "
查特莱夫人的情人,[英] 劳伦斯 / 赵苏苏 , 人民文学出版社 , 2004-01 ,7.6,"
        (5870人评价)
    ",《查特莱夫人的情人》（1928）是劳伦斯的最后一部小说。作者在作品中揭示了人性中的本能力量，并辛辣地批评了现代工业社会。书中描写男女主人公性爱的文字曾引起争... 
清明上河图密码,冶文彪 , 北京联合出版公司 , 2015-1-1 ,8.2,"
        (6627人评价)
    ",全图824位人物，每个人都有名有姓，佯装、埋伏在舟船车轿、酒肆楼阁中。看似太平盛世，其实杀机四伏。翻开本书，在小贩的叫卖声中，金、辽、西夏、高丽等国的间谍、... 
七根凶简,尾鱼 , 中国友谊出版公司 , 2017-7 ,8.2,"
        (1813人评价)
    ","上古之时，有七则恶念，凡接触之人，总会心性突变，犯下不赦命案。
老子西出函谷关时，引七则恶念于七根木简，并以凤凰鸾扣封印，从此天下太平。
但谁料凶简会再次流... "
S.,[美] J.J.艾布拉姆斯、[美] 道格·道斯特 / 颜湘如 , 中信出版集团 , 2016-6-6 ,7.9,"
        (3178人评价)
    ","文豪身份 扑朔迷离
她在图书馆拾获一本《忒修斯之船》，作者石察卡身份成谜，据译者柯岱拉描述，他尚未写完便人间蒸发，生死未卜，留给世人一宗悬案。有人用铅笔写下... "
过于喧嚣的孤独,(捷克) 赫拉巴尔 / 杨乐云 , 北京十月文艺出版社 , 2011-10 ,8.8,"
        (6885人评价)
    ",本书是作者最重要的代表作，酝酿二十年，三易其稿。正如作者自己所说“我为它而活着，并为写它推迟了我的死亡”。小说诗意地叙述了一个在废纸回收站工作三十五年的打包... 
#,#,#,#,#,#,#,#
失明症漫记,(葡)若泽·萨拉马戈 / 范维信 , 南海出版公司 , 2014-2 ,9.1,"
        (3440人评价)
    ","你为什么会写这样一部冷酷的作品？
虽然我活得很好，但这个世界却不好。
----------------------------------------
诺贝... "
生活与命运,[俄罗斯] 瓦西里·格罗斯曼 / 力冈 , 广西师范大学出版社 , 2015-8-20 ,9.3,"
        (756人评价)
    ",★梁文道“最想为读者推荐的一本书”。《纽约时报》《华盛顿邮报》《华尔街日报》《卫报》《世界报》等全球媒体鼎力推荐，欧美书界誉为“当代的《战争与和平》”，“2... 
雪人,[挪威] 尤·奈斯博 / 林立仁 , 湖南文艺出版社 , 2016-4 ,8.1,"
        (9145人评价)
    ",初雪的夜晚，小男孩从噩梦中醒来，惊觉妈妈不见踪影，院子里凭空出现一个不知是谁堆起的雪人。他当圣诞礼物送给妈妈的粉色围巾，就围在雪人的脖子上，一排由黑色卵石组... 
当我们谈论爱情时我们在谈论什么,[美] 雷蒙德·卡佛 / 小二 , 译林出版社 , 2010-1 ,7.8,"
        (32729人评价)
    ",《当我们谈论爱情时我们在谈论什么》出版于1981年，是雷蒙德•卡佛的成名之作，同时也是其最负盛名的代表作。本书由十七篇短篇小说组成，讲述了如餐馆女招待、锯木... 
许三观卖血记,余华 , 南海出版公司 , 1998-9 ,8.7,"
        (64730人评价)
    ",《许三观卖血记》是余华1995年创作的一部长篇小说，它以博大的温情描绘了磨难中的人生，以激烈的故事形式表达了人在面对厄运时求生的欲望。小说讲述了许三观靠着卖... 
