#,#,#,#,#,#,#,#
隐藏的现实,B·格林 / 李剑龙、权伟龙、田苗 , 人民邮电出版社 , 2013-7 ,9.2,"
        (430人评价)
    ",自古以来，“宇宙”就意味着“所有的东西”。但在本书中，超级畅销书作家格林将以他那招牌式的睿智和幽默告诉你，我们的宇宙可能并非唯一的宇宙，他会带你游历梦幻般的... 
#,#,#,#,#,#,#,#
怎样观察一棵树,[美] 南茜·罗斯·胡格（Nancy Ross Hugo）、[美] 罗伯特·卢埃林（Robert Llewellyn） / 阿黛 , 商务印书馆 , 2016-9 ,9.0,"
        (205人评价)
    ",人人都知道树长什么样子，对吗？但你真的观察过红花槭上精巧的花朵吗？或是鹅掌楸正在萌发的嫩叶？水青冈的枝条？当你仔细观察一棵树时，一个被形状和细节填充的新世界... 
行星,[英] 贾尔斯·斯帕罗（Giles Sparrow） / 傅圣迪 , 后浪丨江西人民出版社 , 2017-2 ,9.3,"
        (61人评价)
    ","认识围绕太阳的家庭成员们
在太阳系的星际航行中见证人类探索未知世界的不易与妙趣
………………
※编辑推荐※
☆海王星为何会被称为“笔尖下发现的行星”？在饱受... "
生命是什么,[奥]埃尔温·薛定谔 / 罗来欧、罗辽复 , 湖南科学技术出版社 , 2005-3-1 ,8.7,"
        (2278人评价)
    ",科学，特别是自然科学，最重要的目标之一，就是追寻科学本身的原动力，或曰追寻其第一推动。同时，科学的这种追求精神本身，又成为社会发展和人类进步的一种最基本的推... 
发现的乐趣,[美] 理查德·费曼 / 朱宁雁 , 北京联合出版公司 , 2016-5 ,8.4,"
        (544人评价)
    ",《发现的乐趣》是理查德•费曼最好的短篇集——收录了费曼一生中最能代表其科学观、价值观、教育观的13篇访谈和演讲文章。通过费曼自己的话语，我们得以聆听他的童年... 
宇宙的尺度,[美]大卫·布拉特纳（David Blatner） / 阳曦 , 北京联合出版公司 , 2017-6 ,8.7,"
        (115人评价)
    ","""对我们周围无形世界的惊人指南。我们怎样才能了解原子有多小或银河系有多大？我们如何才能了解十亿分之一秒的短暂和十亿年的久长，地球到木星有多远的距离，氦的凝固... "
生物与非生物之间,[日] 福冈伸一 / 曹逸冰 , 南海出版公司 , 2017-3 ,8.6,"
        (186人评价)
    ","沙滩上散落着石头和贝壳，哪一个是生物，哪一个又是非生物，想必一眼就能看出，但你可曾想过那一瞬 间做出判断的标准是什么？

人类能绘制出基因图谱，就能像操控机... "
与动物对话,[美]克雷格•查尔兹 / 韩玲 , 中国城市出版社 , 2010-5 ,8.6,"
        (406人评价)
    ",克雷格•查尔兹的大半生都在荒野中探险。他曾在美国大峡谷被大角羊追逐，在不列颠哥伦比亚的海岸与鲨鱼一起浅游，也曾在空中观看游隼以每小时二百英里的速度表演特技，... 
第三种黑猩猩,贾雷德·戴蒙德 / 王道还 ," 上海世纪出版股份有限公司,上海译文出版社 ", 2012-5 ,8.8,"
        (1996人评价)
    ","人不同于禽兽，毋庸置疑；人是一种大型哺乳类动物，亦毋庸置疑。
根据现代遗传学研究，我们与另外两种黑猩猩的基因组，有98%是相同的。若有从外太空来的动物学家，... "
