#,#,#,#,#,#,#,#
万物：创世,[德] 延斯·哈德 / 王遥路、陈亮 , 后浪丨北京联合出版公司 , 2015-4 ,8.9,"
        (1783人评价)
    ","一部来自人类智识又挑战人类智识上限的野心之作
“漫画宇宙史”三部曲震撼开篇之作
2000多幅手绘漫画诠释140亿年宇宙进化史
···
※编辑推荐※
☉ 荣获... "
守望者 下,[美]阿兰·摩尔 / 王周凌 , 世界图书出版社 , 2014-9-1 ,9.6,"
        (1263人评价)
    ",《守望者》不论在漫画界与主流媒体都备受赞誉，被视为漫画中的经典作品。《守望者》是美国《时代周刊》2005年评选出的“1923年至今百部最佳英文小说”之一，同... 
"子不语(1,2)",夏达 , 新世纪出版社 , 2009年12月 ,9.1,"
        (16964人评价)
    ","实力派人气漫画家夏达第五届金龙奖最佳少女漫画优胜作品！收录《子不语》第1回至第8回的完整剧情，并收录一则番外篇《虎》。0
《子不语》讲述了9岁的小语跟随父母... "
疯狂艺术史,[塞尔维亚] 格拉迪米尔·斯穆贾、伊万娜·斯穆贾 / 潘赫 , 后浪丨北京联合出版公司 , 2017-7 ,8.6,"
        (298人评价)
    ","戈雅内心其实住着吃人的魔王！
莫奈和他的印象派们都是“视网膜病患者”！
马格里特的头居然被囚禁在达利的脑袋里！
毕加索靠头戴方形纸箱成了立体派！
这些秘密，... "
你今天真好看,[美]莉兹•克里莫 / 周高逸 / 雅众文化,天津人民出版社 , 2015-8 ,8.7,"
        (16642人评价)
    ",《你今天真好看》是一本清新暖萌的漫画集，收录了莉兹•克里莫150多张逗趣漫画。书中集结了所有你能想到的各种萌物，恐龙、棕熊、兔子、企鹅，甚至还有伞蜥、獾、土... 
棕色的世界,[英] 格林·狄龙 著绘 / 来兹 , 世界图书出版公司北京公司 , 2017-1 ,8.5,"
        (496人评价)
    ","奈绪·布朗患有强迫症，但不是人们开玩笑时常提到的那种经常洗手的洁癖型。她长期受到一种病态的暴力冲动困扰，不过这种冲动仅止于她自己的想象。
奈绪的生活忙碌嘈杂... "
机器猫哆啦A梦23,藤子・F・不二雄 / 碧日 , 吉林美术出版社 , 1999-12 ,9.5,"
        (27825人评价)
    ",这是一套关于机器猫“小叮当”的非常有趣的动画故事集。本册是其中之一。小朋友们不要错过哟！ 
子不语3,夏达 编绘 , 新世纪出版社 , 2010-7 ,9.2,"
        (13094人评价)
    ","愿言配德兮，携手相将。不得于飞兮，使我沦亡。回忆绵长，记忆铭刻，一丝丝地加深着小语与麟趾镇之间的羁绊。
忘川引渡，冬日飞花，妖鼬之恨，仙鹤离殇，那些悲欢离合... "
睡魔2：玩偶之家,[美] 尼尔·盖曼（Neil Gaiman）编、迈克·德林根贝格（Mike Dringenberg） 等绘 / 韩钢 , 北京联合出版公司·后浪出版公司 , 2016-12 ,9.4,"
        (380人评价)
    ","《美国众神》《坟场之书》《星尘》作者、奇幻大师尼尔·盖曼成名力作
世界奇幻奖、艾斯纳奖、安古兰获奖作品
IGN首佳漫画、《纽约时报》畅销书榜
《娱乐周刊》“... "
全民审判,[法] 马克-安托万·马修 / 杨晓梅 , 后浪丨北京联合出版公司 , 2017-9 ,8.6,"
        (426人评价)
    ","《方向》《画的秘密》作者烧脑神作
“上帝降临”引发“人间喜剧”
量子物理、现象学、精神分析……
一场前所未有的论战
平庸的人类面对“上帝本人”
知识、智力、... "
吉米·科瑞根,[美] 克里斯·韦尔 / 陈鼐安 , 新星出版社 , 2015-11 ,9.1,"
        (297人评价)
    ","“你看完这本书大致需要五小时，约莫等于我和我的父亲曾经相处时间的总和。”——克里斯·韦尔
这是一本经典的成人绘本，也可称为“图像小说”。英国《卫报》“第一本... "
加菲猫全集：40周年典藏版,[美]吉姆·戴维斯 / 习远文化 , 中信出版社 , 2017-6 ,9.8,"
        (56人评价)
    ",1978年6月19日，一家意大利餐厅的后厨房里诞生了一只黄色的小猫。他爱意大利面，讨厌星期一，喜欢欺负同在一个屋檐下的乔恩和小狗欧迪。因为他的漫画家主人，他... 
激色猫小叮当,藤子A熊 / 逼鲁 , 萤火虫 , 2005-8-10 ,7.1,"
        (823人评价)
    ",
蒸汽火车头,[比利时] 冯索瓦·史奇顿（François Shuiten） / 任可心 , 后浪丨北京联合出版公司 , 2017-4 ,8.3,"
        (132人评价)
    ",《蒸汽火车头》是比利时天才艺术家冯索瓦·史奇顿追忆蒸汽时代机械之美的一部漫画。他通过这部图像小说表达了对当时设计师才华的赞美之情和辛勤工作的铁道工人的钦佩之... 
黑猫侦探 I：阴影之间,[西]胡安·卡纳莱斯（Juan Díaz Canales） 文、胡安霍·瓜尔尼多（Juanjo Guarnido） 图 / 赵心舒 , 北京联合出版公司·后浪出版公司 , 2015-6 ,8.5,"
        (1488人评价)
    ","这是1950年的纽约：
爵士乐、烟草和浮华的世界
这是智勇双全的私家侦探：
他爱猫，他有九条命；
他不爱喝牛奶，他烟不离手；
他没有抑郁症，他有幽默感：
…... "
#,#,#,#,#,#,#,#
鼠族（一、二部）,[美] 阿特·斯皮格曼 / 王之光 , 陕西师范大学出版社 , 2009-12 ,9.2,"
        (1519人评价)
    ","史上惟一获得过普利策奖的漫画作品
当记忆陈旧的阀门被打开，显露的，仍是无法直面的黑暗…
中年漫画作家斯皮格曼生于二战后的美国，尽管声名显赫，却有着不为人道的... "
灌篮高手31,[日] 井上雄彦 / 邹宁 , 长春出版社 , 2005-1 ,9.5,"
        (27087人评价)
    ",《灌篮高手》又名《篮球飞人》，故事讲述高一学生樱木花道在国中时被50位他心仪的女孩子拒绝了，因第50个女生的一句“我喜欢的是篮球队的小田同学。”而对篮球深恶... 
一品芝麻狐,王溥 , 中国友谊出版公司 , 2016-1-1 ,8.4,"
        (1019人评价)
    ","《一品芝麻狐》是韩寒、姚晨、叫兽易小星诚意安利的超萌超温暖治愈的漫画书，新浪微博超火爆的连载漫画作品，为你吹散心中的雾霾。
在举世瞩目的英雄故事背后，一只想... "
智者星球,[法] 朱勒 编绘、夏尔·佩潘 编 / 陈思 , 后浪丨北京联合出版公司 , 2017-7 ,8.4,"
        (45人评价)
    ","有内涵的漫画 + 有趣味的哲学
漫画家、教授与哲学家、作家强强联手
人类史上伟大哲学家齐集一堂
3000年的全球思想，人人皆可入场
………………
※编辑推荐... "
理解漫画,[美] 麦克劳德 / 万旻 , 人民邮电出版社 , 2010-4 ,9.4,"
        (567人评价)
    ",这是一本向大众普及漫画艺术的入门教学用书，书中作者通过形象化的角色带领我们一步步地认识漫画中的各种元素。《理解漫画》内容系统详尽，介绍了漫画中图形符号的应用... 
大叔上等,松武 , 晨星出版社 , 2011 ,8.2,"
        (921人评价)
    ","两情相悦的岸和田跟五领，虽然喜欢着彼此，但不知道对方的心意，只好每天想着对方与厕所「相好」。直到有一天，五领突然晕倒了…
本书收入除标题作外，共六个系列，充... "
纽约客漫画全集,[美] 罗伯特·曼考夫 / 邓楚阳 , 浦睿文化·民主与建设出版社 , 2017-6 ,8.6,"
        (77人评价)
    ","这部作品集伴随着《纽约客》80周年庆 而发行，收录了在《纽约客》杂志历史上曾经熠熠生辉的2000多幅具代表性的漫画作品，并配以文字解说。
书以每个十年作为章... "
V字仇杀队,(美)阿兰·摩尔、大卫·劳埃德 / Darth-Nr6、洌月 , 世界图书出版公司 , 2013-12-1 ,9.1,"
        (1036人评价)
    ","这是未来的伦敦，这是一个普通的夜晚：游荡街头的艾薇·哈蒙德撞上心怀不轨的秘密警察。
这是颠覆的遭遇，这是一个奇怪的男子：披着斗篷、头顶高帽，戴着伪善笑容的面... "
浪客行 1,井上雄彥 , 天下出版有限公司 , HK$30.00,9.4,"
        (3406人评价)
    ","全情演繹宮本武藏，《男兒當入樽》作者井上雄彥又一鉅著！
十七歲的武藏及其友人本位田又八一起離開作州出征。可是，軍隊戰敗了，而二人僥倖生存，為了保住性命，二人... "
切尔诺贝利之春,[法] 艾玛纽埃尔·勒巴热（Emmanuel Lepage） / 郭佳、颜筝 , 后浪丨北京联合出版公司 , 2017-2 ,9.1,"
        (369人评价)
    ","欢迎来到核辐射重灾区
著名艺术家两度“介入”重大科技灾难
个人直面历史  艺术撞见生活
...................
※编辑推荐※
★法国当代经典... "
沼泽怪物,[英] 阿兰·摩尔 编、斯蒂芬·比塞特 等绘 / 洪韵 , 后浪丨北京联合出版公司 , 2017-4 ,8.8,"
        (99人评价)
    ",《沼泽怪物》是一本奇幻漫画作品，讲述了意外变成沼泽怪物的亚力克·霍兰在重拾自我的过程中发生的故事，阿兰·摩尔笔下的沼泽怪物时而优柔寡断，时而坚定前行，也被认... 
幻想曲,Golo , 北京联合出版公司 , 2017-7 ,8.1,"
        (215人评价)
    ","著名漫画家Golo的奇异幻想
一段邂逅，一次错过的美好回忆
神秘的外星女孩、时空游戏与世界末日、不可见的传染病、午夜咖啡厅的奇遇……这一切是现实还是幻想？
... "
一人军团,[法] 法比安·努瑞 著、[美] 约翰·卡萨德 绘 / 蒋诗萌、苏和 , 世界图书出版公司 , 2017-7 ,8.2,"
        (33人评价)
    ",1942年，纳粹鼎盛时期。盟军在与纳粹的战争中第一次获得了胜利，但战争形势仍不明朗。与此同时英军的情报部门得知了一个关于纳粹秘密武器的消息：一个能够控制带有... 
别做梦了,Tango , 重庆大学出版社 , 2015-8 ,8.6,"
        (1064人评价)
    ","漫画是Tango的“白日梦”，也是他排解寂寞的方式，观察世界的方式。
本书是漫画家Tango和设计师杨林青首次合作，从其2010-2015，5年间的1500... "
喜欢我也没关系,王XX / 雅众文化 , 云南人民出版社 , 2017-1 ,8.6,"
        (787人评价)
    ","【内容推荐】
一本你捧起来就舍不得放下的漫画故事集，读完会笑，笑完会被治愈。
在这本漫画里，主角海豹和小章鱼、海牛住在一起。无论是吃东西、在沙发上睡觉，抑或... "
拉比的猫（全两册）,[法]尤安·史法 绘著 / 张怡 , 生活·读书·新知三联书店 , 2016-10 ,9.4,"
        (94人评价)
    ",在阿尔及利亚首都阿尔及尔平静的小镇上，犹太拉比史法家的猫吃掉了一只鹦鹉，并因此拥有了说话及思考的能力。以这只会说话会思考的猫的角度，作者理性、深刻又不失幽默... 
